time,frequency,confidence
9.190,312.892,0.965539
9.200,311.688,0.968601
9.210,311.570,0.969585
9.220,311.964,0.972838
9.230,312.370,0.972934
9.240,313.207,0.959914
9.250,314.041,0.935757
9.260,314.609,0.949545
9.270,315.046,0.955886
9.280,314.757,0.954413
9.290,314.179,0.935115
9.300,313.353,0.958029
9.310,312.389,0.968704
9.320,311.621,0.961254
9.330,309.954,0.922818
9.340,307.553,0.858796
9.350,309.011,0.636522
9.360,322.045,0.498508
9.370,326.945,0.844646
9.380,328.018,0.936454
9.390,327.819,0.950609
9.400,325.144,0.908603
9.410,321.810,0.934136
9.420,320.380,0.949672
9.430,319.633,0.967525
9.440,319.623,0.968692
9.450,319.066,0.956359
9.460,316.315,0.900924
9.470,309.199,0.847888
9.480,302.416,0.942440
9.490,298.971,0.964807
9.500,296.996,0.956135
9.510,296.647,0.945864
9.520,297.871,0.969261
9.530,300.333,0.944748
9.540,304.505,0.923662
9.550,312.418,0.859612
9.560,319.694,0.896196
9.570,326.963,0.878198
9.580,333.286,0.916575
9.590,337.923,0.957380
9.600,339.646,0.954178
9.610,337.898,0.925770
9.620,331.932,0.874262
9.630,321.012,0.705958
9.640,311.214,0.679449
9.650,299.436,0.818465
9.660,294.648,0.963408
9.670,293.116,0.952614
9.680,293.638,0.968356
9.690,295.522,0.954928
9.700,298.737,0.908542
9.710,303.936,0.805245
9.720,317.545,0.718087
9.730,325.560,0.895691
9.740,328.974,0.945624
9.750,330.326,0.979944
9.760,331.009,0.979630
9.770,331.454,0.958704
9.780,331.302,0.897329
9.790,330.941,0.724002
9.800,329.883,0.661269
9.810,329.406,0.677339
9.820,334.791,0.442729
9.830,349.051,0.574551
9.840,323.116,0.368657
9.850,324.125,0.515076
9.860,323.520,0.501925
9.870,303.589,0.421453
9.880,300.402,0.668949
9.890,299.169,0.673569
9.900,299.009,0.426039
9.910,320.729,0.207672
9.920,321.473,0.162868
9.930,321.282,0.251159
9.940,320.236,0.537352
9.950,320.240,0.709084
9.960,319.204,0.760603
9.970,316.025,0.700347
9.980,313.075,0.439886
9.990,297.851,0.389389
10.000,353.393,0.357397
10.010,354.622,0.457546
10.020,354.132,0.426984
10.030,435.511,0.604548
10.040,430.225,0.504868
10.050,209.415,0.297319
10.060,206.416,0.487352
10.070,203.734,0.612659
10.080,204.104,0.463506
10.090,202.233,0.101333
10.100,940.618,0.208652
10.110,963.702,0.369070
10.120,956.453,0.587363
10.130,959.567,0.526095
10.140,961.868,0.563080
10.150,964.116,0.382332
10.160,221.224,0.448843
10.170,226.902,0.725286
10.180,231.567,0.866528
10.190,232.599,0.884526
10.200,229.830,0.874928
10.210,227.343,0.918455
10.220,228.044,0.940335
10.230,232.399,0.803369
10.240,239.953,0.752183
10.250,249.428,0.391610
10.260,260.674,0.629440
10.270,310.925,0.423979
10.280,315.116,0.806800
10.290,318.042,0.903009
10.300,321.787,0.885491
10.310,327.621,0.895539
10.320,332.763,0.897362
10.330,337.585,0.732822
10.340,343.327,0.565309
10.350,350.288,0.647156
10.360,357.885,0.798908
10.370,359.929,0.850363
10.380,359.715,0.934793
10.390,358.729,0.971450
10.400,356.926,0.961949
10.410,353.948,0.980235
10.420,351.793,0.966365
10.430,350.166,0.978053
10.440,349.235,0.974808
10.450,348.832,0.968144
10.460,349.241,0.974150
10.470,349.604,0.972759
10.480,349.844,0.959062
10.490,349.496,0.861055
10.500,347.541,0.648501
10.510,345.880,0.500760
10.520,339.373,0.563381
10.530,347.705,0.742059
10.540,349.300,0.932905
10.550,348.579,0.885962
10.560,354.488,0.558310
10.570,388.225,0.583690
10.580,383.960,0.766818
10.590,381.696,0.906251
10.600,380.415,0.953477
10.610,380.122,0.965253
10.620,379.903,0.967063
10.630,379.495,0.958126
10.640,378.025,0.928002
10.650,376.333,0.945940
10.660,375.675,0.932386
10.670,376.409,0.921014
10.680,376.923,0.928198
