time,frequency,confidence
7.710,81.787,0.752226
7.720,81.178,0.808771
7.730,80.912,0.817688
7.740,81.316,0.840626
7.750,81.511,0.869447
7.760,81.928,0.931382
7.770,82.175,0.911075
7.780,82.295,0.919678
7.790,82.461,0.934146
7.800,82.525,0.948370
7.810,82.726,0.927639
7.820,83.410,0.747216
7.830,85.971,0.552150
7.840,86.567,0.173328
7.850,172.081,0.157049
7.860,83.680,0.239266
7.870,83.387,0.723218
7.880,82.989,0.907509
7.890,82.283,0.921065
7.900,81.877,0.933462
7.910,81.944,0.940978
7.920,82.126,0.946554
7.930,82.171,0.950025
7.940,82.311,0.959227
7.950,82.331,0.953773
7.960,82.244,0.945823
7.970,82.309,0.946283
7.980,82.426,0.943126
7.990,82.613,0.918647
8.000,81.810,0.877846
8.010,81.095,0.700651
8.020,80.478,0.260575
8.030,36.104,0.079600
8.040,80.127,0.179567
8.050,80.082,0.207051
8.060,79.999,0.507338
8.070,80.657,0.732412
8.080,81.547,0.733777
8.090,82.252,0.770753
8.100,82.332,0.913773
8.110,82.201,0.921910
8.120,82.122,0.934766
8.130,82.277,0.950484
8.140,82.597,0.955632
8.150,82.645,0.956478
8.160,82.585,0.937932
8.170,82.917,0.874850
8.180,83.810,0.753750
8.190,83.786,0.730815
8.200,82.678,0.861505
8.210,82.237,0.908715
8.220,82.328,0.956531
8.230,82.221,0.946576
8.240,82.181,0.948447
8.250,82.272,0.942421
8.260,82.270,0.946969
8.270,82.299,0.956509
8.280,82.220,0.947339
8.290,82.135,0.948010
8.300,82.063,0.942645
8.310,82.109,0.927946
8.320,82.354,0.904441
8.330,82.703,0.745942
8.340,157.496,0.185908
8.350,236.536,0.258006
8.360,235.823,0.525448
8.370,238.340,0.653761
8.380,239.396,0.669546
8.390,241.147,0.416186
8.400,81.124,0.730903
8.410,81.363,0.799444
8.420,81.556,0.889539
8.430,81.549,0.809786
8.440,81.328,0.850751
8.450,81.326,0.887280
8.460,81.320,0.885580
8.470,81.257,0.861184
8.480,81.308,0.857092
8.490,80.965,0.600450
8.500,473.149,0.382044
8.510,469.311,0.385781
8.520,157.960,0.372266
8.530,158.451,0.496445
8.540,160.566,0.286342
8.550,162.663,0.217581
8.560,81.716,0.443653
8.570,81.207,0.791459
8.580,81.393,0.916298
8.590,81.629,0.941954
8.600,82.075,0.923102
8.610,82.400,0.936356
8.620,82.445,0.941341
8.630,82.368,0.918094
8.640,82.301,0.923717
8.650,82.248,0.898736
8.660,82.160,0.906514
8.670,82.105,0.894066
8.680,82.579,0.802442
8.690,83.784,0.634935
8.700,84.806,0.491420
8.710,42.646,0.266074
8.720,62.700,0.073568
8.730,62.191,0.374390
8.740,61.752,0.756341
8.750,61.560,0.833979
8.760,61.704,0.882293
8.770,61.481,0.856617
8.780,61.544,0.879535
8.790,61.510,0.864688
8.800,61.452,0.861583
8.810,61.595,0.873860
8.820,60.919,0.755129
8.830,60.111,0.747072
8.840,59.234,0.664188
8.850,58.207,0.148291
8.860,54.179,0.071793
8.870,48.601,0.046750
8.880,56.812,0.135784
8.890,58.848,0.563275
8.900,61.141,0.760091
8.910,61.318,0.816507
8.920,61.213,0.845920
8.930,61.306,0.839278
8.940,61.283,0.823920
8.950,61.694,0.909880
8.960,61.754,0.902302
8.970,61.797,0.914723
8.980,61.808,0.913058
8.990,61.767,0.892837
9.000,61.851,0.874957
9.010,62.030,0.832692
9.020,61.880,0.470288
9.030,35.920,0.406609
9.040,36.085,0.821651
9.050,36.205,0.801489
9.060,61.756,0.406721
9.070,61.633,0.746363
9.080,61.973,0.844265
9.090,62.023,0.893896
9.100,61.965,0.885480
9.110,61.736,0.896072
9.120,61.723,0.894803
9.130,61.458,0.848440
9.140,61.518,0.855670
9.150,61.313,0.842730
9.160,61.262,0.831722
9.170,61.415,0.841910
9.180,61.448,0.821514
9.190,61.383,0.644890
9.200,60.902,0.557285
9.210,60.008,0.362472
9.220,61.341,0.478985
9.230,61.057,0.645718
9.240,60.834,0.695446
9.250,61.080,0.737968
9.260,61.054,0.757121
9.270,61.344,0.792185
9.280,61.218,0.775003
9.290,61.445,0.792004
9.300,61.496,0.805422
9.310,61.432,0.765977
9.320,61.523,0.763387
9.330,61.917,0.637322
9.340,61.891,0.415961
9.350,62.009,0.223302
9.360,62.179,0.310742
9.370,62.621,0.414823
9.380,62.716,0.478683
9.390,174.844,0.323164
9.400,174.148,0.375498
9.410,174.718,0.392608
9.420,87.497,0.449138
9.430,87.812,0.731545
9.440,87.606,0.861087
9.450,87.365,0.900801
